time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
951,4.66,-0.31379766000000003,1,2048,2,,,,,,,,,,
678,4.8,-0.16458810999999993,2,4096,6,0.247900390625,0.01645127,0.6527695627883077,10,0.2,0.2178717702627182,-0.027886494230187964,-0.011624693870544434,0.0003,-3.747631100565195
624,4.87,0.14749603000000003,3,6144,9,0.29912109375,0.017458156,0.6442035940475762,20,0.2,0.39766332507133484,-0.0320244098737021,-0.00234377384185791,0.0003,-3.7340279586613176
594,4.71,-0.13762307,4,8192,13,0.303125,0.018033966,0.6599123952910304,30,0.2,0.3103709816932678,-0.029754963135928847,-0.004170417785644531,0.0003,-3.7073273457586766
550,4.69,-0.06808734999999998,5,10240,18,0.309716796875,0.016858574,0.6718660802580416,40,0.2,0.35708898305892944,-0.02885325566167012,-0.0017485618591308594,0.0003,-3.6828173860907554
533,4.62,-0.061795289999999996,6,12288,23,0.258154296875,0.016783204,0.7032755398191511,50,0.2,0.42003774642944336,-0.02324253551305446,-0.002314925193786621,0.0003,-3.665157841145992
538,4.68,0.12682219,7,14336,26,0.2947265625,0.017320847,0.7847304275259376,60,0.2,0.3030346632003784,-0.029033043950039427,0.004684150218963623,0.0003,-3.62288001999259
545,4.64,0.22052054999999995,8,16384,30,0.220166015625,0.01634006,0.8800978103652597,70,0.2,0.31873396039009094,-0.021680311219824944,0.013039708137512207,0.0003,-3.589391362667084
548,4.71,0.18667615999999998,9,18432,33,0.2177734375,0.015873853,0.8115320404060185,80,0.2,0.4717024564743042,-0.02408429766946938,0.014901578426361084,0.0003,-3.5355218589305877
550,4.74,0.36296661999999996,10,20480,37,0.22568359375,0.017523672,0.9015470868907869,90,0.2,0.41060152649879456,-0.02841802800539881,0.03251570463180542,0.0003,-3.4843554861843584
550,4.77,0.71450071,11,22528,40,0.232958984375,0.015622357,0.8462951187044382,100,0.2,0.3022516071796417,-0.031774279043020215,0.05417430400848389,0.0003,-3.4416468180716038
548,4.84,0.8629197900000001,12,24576,44,0.26748046875,0.018242871,0.8550278679467738,110,0.2,0.4582407772541046,-0.03696192608040292,0.07314246892929077,0.0003,-3.355755714327097
545,4.79,0.8442547,13,26624,48,0.3087890625,0.019816305,0.6867328221909702,120,0.2,0.2887866199016571,-0.035109655480482616,0.13009226322174072,0.0003,-3.2281800754368306
543,4.74,0.8265261600000002,14,28672,52,0.278515625,0.018470671,0.810917729884386,130,0.2,0.2914462685585022,-0.031105818922515027,0.15378427505493164,0.0003,-3.134619102627039
536,4.79,0.9502229200000001,15,30720,57,0.262109375,0.02120728,0.7424435524269939,140,0.2,0.34842345118522644,-0.033863351063337176,0.2061673402786255,0.0003,-3.011570408195257
536,4.79,0.9874602599999999,16,32768,61,0.27314453125,0.019143395,0.584683516714722,150,0.2,0.3564419150352478,-0.020305977584212088,0.30765968561172485,0.0003,-2.9747006095945836
535,4.91,1.3946976,17,34816,65,0.26865234375,0.017639026,0.6398110738955438,160,0.2,0.23848003149032593,-0.029425332756363786,0.2737600803375244,0.0003,-2.838988037407398
534,4.82,1.1256888,18,36864,68,0.32255859375,0.018413348,0.45797930913977325,170,0.2,0.19458520412445068,-0.022599452396389098,0.3787989020347595,0.0003,-2.7648288525640963
529,4.89,1.385661,19,38912,73,0.256787109375,0.01913322,0.6067403197288513,180,0.2,0.23419296741485596,-0.027085396301117726,0.3088555335998535,0.0003,-2.6069465801119804
529,4.96,1.49150861,20,40960,77,0.263671875,0.018917333,0.3411825833842158,190,0.2,0.20444272458553314,-0.01096574953335221,0.5048699378967285,0.0003,-2.548920397460461
528,4.97,1.6253157100000002,21,43008,81,0.255224609375,0.018453712,0.36627357061952354,200,0.2,0.19241386651992798,-0.02131676140415948,0.5328779816627502,0.0003,-2.5735071606934072
527,4.98,1.59645457,22,45056,85,0.272607421875,0.014525631,0.289755151537247,210,0.2,0.09197240322828293,-0.01580513014632743,0.572083055973053,0.0003,-2.4102330416440965
523,4.96,1.6841116600000001,23,47104,89,0.265380859375,0.017620213,0.25534496451728045,220,0.2,0.06598380208015442,-0.01298956760438159,0.6083295941352844,0.0003,-2.267046946659684
524,4.97,1.68492043,24,49152,93,0.2501953125,0.017773628,0.29135583378374574,230,0.2,0.15601682662963867,-0.012298432797251735,0.588473379611969,0.0003,-2.185125195607543
521,4.96,1.6274441899999998,25,51200,98,0.2587890625,0.020653857,0.21011946578219068,240,0.2,0.04842471331357956,-0.00823751345888013,0.6786867380142212,0.0003,-2.120527880638838
